Date,Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp,Prcp_lag_1,Tmax_lag_1,Srad_lag_1,Discharge_lag_1,Prcp_lag_2,Tmax_lag_2,Srad_lag_2,Discharge_lag_2,Prcp_lag_3,Tmax_lag_3,Srad_lag_3,Discharge_lag_3,Prcp_lag_4,Tmax_lag_4,Srad_lag_4,Discharge_lag_4,Prcp_lag_5,Tmax_lag_5,Srad_lag_5,Discharge_lag_5,Prcp_lag_6,Tmax_lag_6,Srad_lag_6,Discharge_lag_6,Prcp_lag_7,Tmax_lag_7,Srad_lag_7,Discharge_lag_7,Year,Month,Day
2000-01-08,49.0,0.03030303030303033,0.02470341939986043,0.18995387135065286,,0.4002295771953319,0.45251046025104613,0.1409820870136473,0.0,0.3692366558255214,0.2375400057097351,0.044170890658942794,0.0,0.3191123015113832,0.25998828001742974,0.04507603186097031,0.194417306350314,0.5965180792041325,0.23106396405872012,0.0776611151339609,0.11974877878576412,0.5928831069447101,0.16245698916652895,0.06498913830557566,0.03600837404047453,0.5936483642624834,0.2120715820473908,0.03511947863866763,0.0,0.5044958867419169,0.2700253932955689,0.03059377262853005,0.0,0.4006122058542185,0.25489459528496083,0.03059377262853005,0.0,0.0,0.23333333333333334
2000-01-09,46.0,0.03030303030303033,0.0,0.19988580529803315,,0.38645494547541615,0.44790794979079507,0.13832731134219153,0.02470341939986043,0.4002295771953319,0.18995387135065286,0.03964518464880521,0.0,0.3692366558255214,0.2375400057097351,0.044170890658942794,0.0,0.3191123015113832,0.25998828001742974,0.04507603186097031,0.194417306350314,0.5965180792041325,0.23106396405872012,0.0776611151339609,0.11974877878576412,0.5928831069447101,0.16245698916652895,0.06498913830557566,0.03600837404047453,0.5936483642624834,0.2120715820473908,0.03511947863866763,0.0,0.5044958867419169,0.2700253932955689,0.03059377262853005,0.0,0.0,0.26666666666666666
2000-01-10,83.0,0.04545454545454542,0.0,0.17300497347978303,,0.44901473120336716,0.5328451882845189,0.19891469170855058,0.0,0.38645494547541615,0.19988580529803315,0.036929761042722664,0.02470341939986043,0.4002295771953319,0.18995387135065286,0.03964518464880521,0.0,0.3692366558255214,0.2375400057097351,0.044170890658942794,0.0,0.3191123015113832,0.25998828001742974,0.04507603186097031,0.194417306350314,0.5965180792041325,0.23106396405872012,0.0776611151339609,0.11974877878576412,0.5928831069447101,0.16245698916652895,0.06498913830557566,0.03600837404047453,0.5936483642624834,0.2120715820473908,0.03511947863866763,0.0,0.0,0.3
2000-01-11,120.0,0.04545454545454542,0.25429169574319604,0.05562484035280153,,0.46164147694662333,0.6033472803347282,0.25920059754950703,0.0,0.44901473120336716,0.17300497347978303,0.07041998551774077,0.0,0.38645494547541615,0.19988580529803315,0.036929761042722664,0.02470341939986043,0.4002295771953319,0.18995387135065286,0.03964518464880521,0.0,0.3692366558255214,0.2375400057097351,0.044170890658942794,0.0,0.3191123015113832,0.25998828001742974,0.04507603186097031,0.194417306350314,0.5965180792041325,0.23106396405872012,0.0776611151339609,0.11974877878576412,0.5928831069447101,0.16245698916652895,0.06498913830557566,0.0,0.0,0.3333333333333333
2000-01-12,79.0,0.04545454545454542,0.01660851360781577,0.15527474343756106,,0.4486321025444806,0.5353556485355649,0.2007910331576981,0.25429169574319604,0.46164147694662333,0.05562484035280153,0.10391020999275888,0.0,0.44901473120336716,0.17300497347978303,0.07041998551774077,0.0,0.38645494547541615,0.19988580529803315,0.036929761042722664,0.02470341939986043,0.4002295771953319,0.18995387135065286,0.03964518464880521,0.0,0.3692366558255214,0.2375400057097351,0.044170890658942794,0.0,0.3191123015113832,0.25998828001742974,0.04507603186097031,0.194417306350314,0.5965180792041325,0.23106396405872012,0.0776611151339609,0.0,0.0,0.36666666666666664
2000-01-13,69.0,0.04545454545454542,0.020237264480111653,0.16655898306612774,,0.34379185000956575,0.4202928870292888,0.12177321016374114,0.01660851360781577,0.4486321025444806,0.15527474343756106,0.0667994207096307,0.25429169574319604,0.46164147694662333,0.05562484035280153,0.10391020999275888,0.0,0.44901473120336716,0.17300497347978303,0.07041998551774077,0.0,0.38645494547541615,0.19988580529803315,0.036929761042722664,0.02470341939986043,0.4002295771953319,0.18995387135065286,0.03964518464880521,0.0,0.3692366558255214,0.2375400057097351,0.044170890658942794,0.0,0.3191123015113832,0.25998828001742974,0.04507603186097031,0.0,0.0,0.4
2000-01-14,42.0,0.05968276515151515,0.0939288206559665,0.23373852418373328,,0.22211593648364264,0.14497907949790803,0.023712996251816717,0.020237264480111653,0.34379185000956575,0.16655898306612774,0.05774800868935554,0.01660851360781577,0.4486321025444806,0.15527474343756106,0.0667994207096307,0.25429169574319604,0.46164147694662333,0.05562484035280153,0.10391020999275888,0.0,0.44901473120336716,0.17300497347978303,0.07041998551774077,0.0,0.38645494547541615,0.19988580529803315,0.036929761042722664,0.02470341939986043,0.4002295771953319,0.18995387135065286,0.03964518464880521,0.0,0.3692366558255214,0.2375400057097351,0.044170890658942794,0.0,0.0,0.43333333333333335
2000-01-15,40.0,0.060606060606060504,0.0,0.29011464547052723,,0.1733307824756074,0.1493723849372385,0.02627777952762991,0.0939288206559665,0.22211593648364264,0.23373852418373328,0.0333091962346126,0.020237264480111653,0.34379185000956575,0.16655898306612774,0.05774800868935554,0.01660851360781577,0.4486321025444806,0.15527474343756106,0.0667994207096307,0.25429169574319604,0.46164147694662333,0.05562484035280153,0.10391020999275888,0.0,0.44901473120336716,0.17300497347978303,0.07041998551774077,0.0,0.38645494547541615,0.19988580529803315,0.036929761042722664,0.02470341939986043,0.4002295771953319,0.18995387135065286,0.03964518464880521,0.0,0.0,0.4666666666666667
2000-01-16,39.0,0.060606060606060504,0.0,0.3399546226315868,,0.28257126458771764,0.19414225941422597,0.03290121984692293,0.0,0.1733307824756074,0.29011464547052723,0.031498913830557564,0.0939288206559665,0.22211593648364264,0.23373852418373328,0.0333091962346126,0.020237264480111653,0.34379185000956575,0.16655898306612774,0.05774800868935554,0.01660851360781577,0.4486321025444806,0.15527474343756106,0.0667994207096307,0.25429169574319604,0.46164147694662333,0.05562484035280153,0.10391020999275888,0.0,0.44901473120336716,0.17300497347978303,0.07041998551774077,0.0,0.38645494547541615,0.19988580529803315,0.036929761042722664,0.0,0.0,0.5
2000-01-17,38.0,0.060606060606060504,0.0,0.381275074001172,,0.34417447866845224,0.0989539748953975,0.014187301173050873,0.0,0.28257126458771764,0.3399546226315868,0.03059377262853005,0.0,0.1733307824756074,0.29011464547052723,0.031498913830557564,0.0939288206559665,0.22211593648364264,0.23373852418373328,0.0333091962346126,0.020237264480111653,0.34379185000956575,0.16655898306612774,0.05774800868935554,0.01660851360781577,0.4486321025444806,0.15527474343756106,0.0667994207096307,0.25429169574319604,0.46164147694662333,0.05562484035280153,0.10391020999275888,0.0,0.44901473120336716,0.17300497347978303,0.07041998551774077,0.0,0.0,0.5333333333333333
