Date,Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp,Prcp_lag_1,Tmax_lag_1,Srad_lag_1,Discharge_lag_1,Prcp_lag_2,Tmax_lag_2,Srad_lag_2,Discharge_lag_2,Prcp_lag_3,Tmax_lag_3,Srad_lag_3,Discharge_lag_3,Prcp_lag_4,Tmax_lag_4,Srad_lag_4,Discharge_lag_4,Prcp_lag_5,Tmax_lag_5,Srad_lag_5,Discharge_lag_5,Prcp_lag_6,Tmax_lag_6,Srad_lag_6,Discharge_lag_6,Prcp_lag_7,Tmax_lag_7,Srad_lag_7,Discharge_lag_7,Year,Month,Day
2000-01-08,49.0,-1.375808851382721,-0.2696415164907848,-1.1844595512595457,,-0.9928486166715983,-0.7299015500205119,-0.8363193139430015,-0.5075148935736723,-1.1407149963749945,-0.9444695869841613,-0.3992722428844298,-0.5075148935736723,-1.379122905741884,-0.8319644786062979,-0.38993442834228076,1.3629331720958875,-0.058609780894663274,-0.9776216776521466,-0.06547831469046662,0.6435930091291066,-0.07713308340863698,-1.3232722932813945,-0.19138148738789063,-0.1623085717179371,-0.07433863585283806,-1.0733412389163877,-0.4881789092575626,-0.5088695589032662,-0.5010518705169149,-0.7813446298326827,-0.5325774706379354,-0.5088695589032662,-0.9979330983506977,-0.8578394790641573,-0.5318145235415006,-1.4212374223986233,-1.6112698061640371,-0.8850565600962614
2000-01-09,46.0,-1.375808851382721,-0.5075148935736723,-1.1343425325495458,,-1.0584643864640213,-0.7516630005100723,-0.8478912431175741,-0.2696415164907848,-0.9930620714954914,-1.1846078733048346,-0.44431448385644173,-0.5075148935736723,-1.1403687999724093,-0.9452999349078854,-0.3989425857841197,-0.5083196426643944,-1.3807893622064529,-0.831614655717772,-0.3897763854833735,1.362241498176799,-0.0597871812809606,-0.9770541074919626,-0.06526551214753856,0.6436472124339911,-0.07799279935618154,-1.3237755681036938,-0.19091505953171822,-0.1623085717179371,-0.07504026723675152,-1.073961394975969,-0.48753523023564893,-0.5088695589032662,-0.5013998264866211,-0.7814382012007984,-0.5318145235415006,-1.4212374223986233,-1.6112698061640371,-0.7712992903663748
2000-01-10,83.0,-1.331552274109865,-0.5075148935736723,-1.2699845090581536,,-0.7604594319901009,-0.3500653232936395,-0.5837962832266936,-0.5075148935736723,-1.0586855936641595,-1.1344874415846056,-0.47133982843964883,-0.2696415164907848,-0.9927422154889938,-1.1855498613517461,-0.4439833729933141,-0.5083196426643944,-1.1418851895832194,-0.9449312742995671,-0.39878466522762096,-0.5089311097548563,-1.3835533962878337,-0.8310904614900668,-0.38956373419415813,1.3622911199694605,-0.06063552271530033,-0.9774754024255472,-0.06480312328439032,0.6436472124339911,-0.07869701919623798,-1.324472299436205,-0.19025644358055885,-0.1623085717179371,-0.07527735008024959,-1.0740695107529088,-0.48676060080906175,-1.4212374223986233,-1.6112698061640371,-0.657542020636488
2000-01-11,120.0,-1.331552274109865,1.941102581256955,-1.8622903338123427,,-0.7003116430137133,-0.016719468067191528,-0.32101542376750203,-0.5075148935736723,-0.7606454304814589,-1.2701386554234706,-0.13802724524676097,-0.5075148935736723,-1.0583540308149562,-1.1354061286774828,-0.4710078453188307,-0.27055097919521287,-0.9941658156711436,-1.1851412683079643,-0.44382606394885804,-0.5089311097548563,-1.1443625353693503,-0.944373415841668,-0.39857201813989757,-0.5088695589032662,-1.3852697926772788,-0.8314771941622024,-0.3890909593489478,1.3622911199694605,-0.061327447388677556,-0.9780662456005179,-0.06413817045415697,0.6436472124339911,-0.07893505374039021,-1.3245928667656304,-0.18940471077496512,-1.4212374223986233,-1.6112698061640371,-0.5437847509066014
2000-01-12,79.0,-1.331552274109865,-0.34758872480043157,-1.359452106755279,,-0.7622820922621126,-0.3381954412084247,-0.5756174790473771,1.941102581256955,-0.7004905351601799,-1.8624848166918946,0.19528533794612693,-0.5075148935736723,-0.7603670362095435,-1.2711204066718202,-0.13770601997079213,-0.5083196426643944,-1.0598188707431773,-1.135005870126862,-0.4708509031816003,-0.27117263767739547,-0.996465896175479,-1.1845120479912805,-0.44361343786859475,-0.5088695589032662,-1.1459220832082868,-0.9447869724195723,-0.3980989547951855,-0.5088695589032662,-1.3869000327024907,-0.8320233954836328,-0.3884423013506189,1.3622911199694605,-0.06156096135472259,-0.9781695949442833,-0.06325372712413627,-1.4212374223986233,-1.6112698061640371,-0.43002748117671463
2000-01-13,69.0,-1.331552274109865,-0.3126468727995555,-1.3025112882209222,,-1.261691006793331,-0.8822317034474347,-0.9200490862247815,-0.34758872480043157,-0.7624683060972552,-1.3596123459376461,-0.17406103802437045,1.941102581256955,-0.7002228721607445,-1.8637419492608442,0.19559580537724647,-0.5083196426643944,-0.7616445789576909,-1.2706975907713276,-0.13754455264444593,-0.5089311097548563,-1.0621977358171997,-1.1343915440914087,-0.470638289705813,-0.27111260257844744,-0.9979284613228795,-1.1849824662221764,-0.44313893202637405,-0.5088695589032662,-1.1473827793561329,-0.9453678204574647,-0.3974507494310762,-0.5088695589032662,-1.387478538155664,-0.8321194858211793,-0.3876419707976962,-1.4212374223986233,-1.6112698061640371,-0.31627021144682793
2000-01-14,42.0,-1.2899925820145737,0.39694150629515984,-0.9635200769464751,,-1.8412969732930655,-2.1839621054593206,-1.3474847684306455,-0.3126468727995555,-1.2619362248254509,-1.302667649686675,-0.2641455199683942,-0.34758872480043157,-0.7621895866352646,-1.3606356934428196,-0.17373864973814765,1.9392199327076327,-0.7014626118083266,-1.8632206325122802,0.1957617978927084,-0.5089311097548563,-0.7636656307777187,-1.2700429532848592,-0.13733178371345403,-0.5088695589032662,-1.0637034043830604,-1.134850094449672,-0.47016291836508717,-0.27111260257844744,-0.9992843249969344,-1.1856367588056078,-0.4424929898333626,-0.5088695589032662,-1.1478989484164592,-0.9454695445380196,-0.396652755344184,-1.4212374223986233,-1.6112698061640371,-0.20251294171694126
2000-01-15,40.0,-1.2872956968370095,-0.5075148935736723,-0.679043444268836,,-2.0736861579745636,-2.1631898118101947,-1.3363051080416517,0.39694150629515984,-1.8416106706486852,-0.9636533528316922,-0.5073736212172584,-0.3126468727995555,-1.2615684032828678,-1.3036645236419548,-0.26382022415653644,-0.348463874569295,-0.7634682749319139,-1.360197999022009,-0.1735776716214356,1.9385035576187803,-0.7034114444394748,-1.8623899676052798,0.195974722278905,-0.5088695589032662,-0.7649755379847385,-1.270533624103243,-0.136867086854292,-0.5088695589032662,-1.0651058602676893,-1.1354890580641734,-0.4695183340747344,-0.27111260257844744,-0.9997619501807679,-1.185750425365485,-0.4417066780766229,-1.4212374223986233,-1.6112698061640371,-0.08875567198705454
2000-01-16,39.0,-1.2872956968370095,-0.5075148935736723,-0.4275485107422557,,-1.5533166503152103,-1.9515102479571982,-1.307434125423057,-0.5075148935736723,-2.0740273116627175,-0.6791573470611946,-0.525390517606063,0.39694150629515984,-1.8411394386622026,-0.9644926192748878,-0.5070404750861862,-0.3135374042291892,-1.2631609718690593,-1.3032362985167025,-0.2636604690639097,-0.3490821934993883,-0.7654915152122108,-1.3595167726522548,-0.17336491949641175,1.938549505638089,-0.7046818401795726,-1.863020898364671,0.19642874465650317,-0.5088695589032662,-0.7661663875796776,-1.2712140756533203,-0.13620575509781518,-0.5088695589032662,-1.0656006160632974,-1.135600232051006,-0.4687390317160862,-1.4212374223986233,-1.6112698061640371,0.025001597742832154
2000-01-17,38.0,-1.2872956968370095,-0.5075148935736723,-0.2190435161091246,,-1.2598683465213192,-2.4015766103549248,-1.389006419384154,-0.5075148935736723,-1.5535963233528645,-0.42764528652261763,-0.5343989658004654,-0.5075148935736723,-2.0735146179416533,-0.6798643515081165,-0.5250567899698639,0.3957386088314202,-1.8430962916720237,-0.9641207686109421,-0.50688402215859,-0.31415722019987424,-1.2657838502630843,-1.302571994393853,-0.26344775895380607,-0.34902166171313387,-0.7668026197364102,-1.3600286296880464,-0.17289906863924281,1.938549505638089,-0.7058299802481522,-1.8638825146731157,0.19710682387910403,-0.5088695589032662,-0.7665833418468093,-1.271331995802296,-0.13534000349603847,-1.4212374223986233,-1.6112698061640371,0.13875886747271884
2000-01-18,36.0,-1.2430391195641537,-0.5075148935736723,-1.0581434345108924,,-2.766297061339027,-2.5647874890266276,-1.416543688131781,-0.5075148935736723,-1.2601133492096546,-0.2191260925277166,-0.5434074139948678,-0.5075148935736723,-1.5531764713982565,-0.42823536318658656,-0.5340649474117029,-0.5083196426643944,-2.0756175283854765,-0.6795398094952158,-0.5249005816470848,0.39508839142102603,-1.8464151004316158,-0.9635572093162029,-0.5066714254887708,-0.31409691106655024,-1.2674230196944545,-1.303070367659074,-0.2629790231016199,-0.34902166171313387,-0.7679947635594208,-1.3607364461145797,-0.17223954741964428,1.938549505638089,-0.7062312314544906,-1.8640298931891472,0.19805902472400924,-1.4212374223986233,-1.6112698061640371,0.2525161372026056
2000-01-19,33.0,-1.2430391195641537,-0.5075148935736723,-0.5542437274811509,,-2.1748438030712154,-2.341238043088416,-1.3774541036488606,-0.5075148935736723,-2.7667200456653247,-1.0582831543246511,-0.5614243103836726,-0.5075148935736723,-1.2597458528571466,-0.21961922876264692,-0.5430731048535418,-0.5083196426643944,-1.5549523277447646,-0.427952644946478,-0.5339088613913322,-0.5089311097548563,-2.0792153658293766,-0.6790607938361443,-0.5246879933802496,0.39514417898714665,-1.8484350167260533,-0.9639753083627548,-0.506194900150038,-0.31409691106655024,-1.2689697820090549,-1.3037607679650831,-0.2623240282242171,-0.34902166171313387,-0.7684121936768795,-1.3608588159400947,-0.1713831416819896,-1.4212374223986233,-1.6112698061640371,0.3662734069324923
2000-01-20,32.0,-1.2430391195641537,-0.5075148935736723,-0.8471363799421637,,-1.9369866375736826,-1.8090716629346208,-1.2578513509259055,-0.5075148935736723,-2.175196908339414,-0.5543491313100647,-0.5884496549668797,-0.5075148935736723,-2.7660837797157014,-1.0591664140970978,-0.5610894197372195,-0.5083196426643944,-1.2613372758948362,-0.21937118504022862,-0.5429171411355795,-0.5089311097548563,-1.5579253597818425,-0.42754837108898147,-0.533696277325989,-0.5088695589032662,-2.081387940064194,-0.6794115278931084,-0.5242108910425134,0.39514417898714665,-1.8503933435673894,-0.9645620236156839,-0.5055521263965636,-0.31409691106655024,-1.269517595116132,-1.303880305835445,-0.26149098714686736,-1.4212374223986233,-1.6112698061640371,0.480030676662379
2000-01-21,31.0,-1.198782542291297,-0.23873141664385594,-0.8902021388336614,,-1.9998684169580876,-1.8258873292220086,-1.2690310113148995,-0.5075148935736723,-1.9373116404779924,-0.847261730001811,-0.5974581031612821,-0.5075148935736723,-2.1746661665691787,-0.5549981125038239,-0.5881138920627361,-0.5083196426643944,-2.7686219985902767,-1.0587788275065784,-0.5609337006240744,-0.5089311097548563,-1.263957965828592,-0.21902887680055888,-0.5427045612717285,-0.5088695589032662,-1.5597560999619255,-0.4278395503297243,-0.5332188864887512,-0.5088695589032662,-2.0835112809846463,-0.679911232115137,-0.5235690225574781,0.39514417898714665,-1.8510924770784756,-0.9646647017370561,-0.5047821699020373,-1.4212374223986233,-1.6112698061640371,0.5937879463922656
2000-01-22,30.0,-1.198782542291297,-0.5075148935736723,-0.6325657854651598,,-2.4728487575451354,-2.5252212154092453,-1.4115618745549312,-0.23873141664385594,-2.000200849222966,-0.8903304217069398,-0.6064665513556845,-0.5075148935736723,-1.9368233360125648,-0.8480468860600707,-0.597122049504575,-0.5083196426643944,-2.1768326549548616,-0.5546943247658752,-0.5879585398568167,-0.5089311097548563,-2.7730514509364275,-1.0581871470878217,-0.5607211291632074,-0.5088695589032662,-1.2655959379427828,-0.2192706813820889,-0.5422268819349888,-0.5088695589032662,-1.5615099387679654,-0.4282623314202238,-0.5325774706379354,-0.5088695589032662,-2.0842710854124347,-0.6799997617734789,-0.5228037389950129,-1.4212374223986233,-1.6112698061640371,0.7075452161221524
