流域,MSE,R²
cluster_2\01333000.csv,3160.5099093831914,0.6256928871622365
cluster_2\01411300.csv,38.05894740904248,0.9472788861242496
cluster_2\01439500.csv,26448.79747179179,0.7824624801939297
cluster_2\01440000.csv,5109.813406891815,0.7695073687607066
cluster_2\01466500.csv,443.4559739124171,-355.25745387928623
cluster_2\01485500.csv,444.4826497030016,0.937301751110921
cluster_2\01486000.csv,305.1784439067294,-0.45650576221203276
cluster_2\01487000.csv,1046.8608511211698,0.7835017276671109
cluster_2\01491000.csv,9018.412316561453,0.778807273946085
cluster_2\01510000.csv,31398.51846501584,0.7749314902475667
cluster_2\01669000.csv,2411.63282195191,-0.8439248973240299
cluster_2\01669520.csv,20041.53232439539,0.7095007673033655
cluster_2\02027500.csv,1990.1191774389258,0.7148456332708518
